매수;001840;시장가;10;0;매수전
매수;008830;시장가;10;0;매수전
매수;010170;시장가;10;0;매수전
매수;011370;시장가;10;0;매수전
매수;013030;시장가;10;0;매수전
매수;014570;시장가;10;0;매수전
매수;019660;시장가;10;0;매수전
매수;020400;시장가;10;0;매수전
매수;024120;시장가;10;0;매수전
매수;025770;시장가;10;0;매수전
매수;026150;시장가;10;0;매수전
매수;029960;시장가;10;0;매수전
매수;032750;시장가;10;0;매수전
매수;033160;시장가;10;0;매수전
매수;036560;시장가;10;0;매수전
매수;039610;시장가;10;0;매수전
매수;040610;시장가;10;0;매수전
매수;043090;시장가;10;0;매수전
매수;047920;시장가;10;0;매수전
매수;048470;시장가;10;0;매수전
매수;048830;시장가;10;0;매수전
매수;050120;시장가;10;0;매수전
매수;050960;시장가;10;0;매수전
매수;052600;시장가;10;0;매수전
매수;053080;시장가;10;0;매수전
매수;054040;시장가;10;0;매수전
매수;060150;시장가;10;0;매수전
매수;060230;시장가;10;0;매수전
매수;060250;시장가;10;0;매수전
매수;060260;시장가;10;0;매수전
매수;063570;시장가;10;0;매수전
매수;065420;시장가;10;0;매수전
매수;065440;시장가;10;0;매수전
매수;065650;시장가;10;0;매수전
매수;066900;시장가;10;0;매수전
매수;067730;시장가;10;0;매수전
매수;067900;시장가;10;0;매수전
매수;067920;시장가;10;0;매수전
매수;068940;시장가;10;0;매수전
매수;079190;시장가;10;0;매수전
매수;086670;시장가;10;0;매수전
매수;089150;시장가;10;0;매수전
매수;090410;시장가;10;0;매수전
